color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit,imdb_binned,genre_1,genre_2
Color,Martin Scorsese,192.0,146.0,17000.0,635.0,Mike Starr,22000.0,46836394.0,Robert De Niro,Goodfellas ,728685,24783,Paul Sorvino,3.0,betrayal|gangster|mafia|organized crime|robbery,http://www.imdb.com/title/tt0099685/?ref_=fn_tt_tt_1,989.0,English,USA,R,25000000.0,1990.0,854.0,8.7,1.85,25000,21836394.0,Successful,Biography,Crime
Color,Harald Zwart,79.0,102.0,91.0,434.0,Frankie Muniz,1000.0,47285499.0,Daniel Roebuck,Agent Cody Banks ,26755,3037,Chris Gauthier,3.0,cia|nanobot|prep school|scientist|teenager,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,104.0,English,USA,PG,26000000.0,2003.0,934.0,5.0,2.35,542,21285499.0,Successful,Action,Adventure
Color,Kirk Jones,128.0,97.0,52.0,579.0,Kelly Macdonald,14000.0,47124400.0,Colin Firth,Nanny McPhee ,49676,17278,Imelda Staunton,0.0,father|governess|magic|nanny|widower,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,181.0,English,USA,PG,25000000.0,2005.0,2000.0,6.6,2.35,0,22124400.0,Successful,Comedy,Family
Color,Brian De Palma,147.0,142.0,0.0,638.0,F. Murray Abraham,14000.0,44700000.0,Al Pacino,Scarface ,537442,16464,Mary Elizabeth Mastrantonio,0.0,assassination attempt|capitalism|cocaine|cuban american|cuban refugee,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1,851.0,English,USA,R,25000000.0,1983.0,670.0,8.3,2.35,19000,19700000.0,Successful,Crime,Drama
Color,Steve Oedekerk,49.0,98.0,176.0,468.0,Michael McKean,742.0,44455658.0,Kelly Preston,Nothing to Lose ,36253,2457,Rebecca Gayheart,2.0,boss|ghetto|money|robber|robbery,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,92.0,English,USA,R,25000000.0,1997.0,658.0,6.7,1.85,0,19455658.0,Successful,Action,Adventure
Color,Bernardo Bertolucci,75.0,219.0,973.0,400.0,Joan Chen,1000.0,43984230.0,Cary-Hiroyuki Tagawa,The Last Emperor ,70274,2451,Victor Wong,0.0,abdication|china|emperor|forbidden city|republic,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,133.0,English,China,PG-13,23000000.0,1987.0,643.0,7.8,2.35,0,20984230.0,Successful,Biography,Drama
Color,Baltasar Kormákur,270.0,109.0,175.0,733.0,David O'Hara,24000.0,66489425.0,J.K. Simmons,Contraband ,101977,26625,Lukas Haas,3.0,cocaine|contraband|drug lord|prison|smuggling,http://www.imdb.com/title/tt1524137/?ref_=fn_tt_tt_1,161.0,English,USA,R,25000000.0,2012.0,736.0,6.5,2.35,0,41489425.0,Successful,Action,Crime
Color,Brett Ratner,29.0,97.0,420.0,585.0,Paul Sorvino,695.0,41067398.0,Heather Locklear,Money Talks ,22748,2530,Faizon Love,2.0,blood splatter|fistfight|murder|police|prison bus,http://www.imdb.com/title/tt0119695/?ref_=fn_tt_tt_1,41.0,English,USA,R,25000000.0,1997.0,635.0,6.1,2.35,666,16067398.0,Successful,Action,Comedy
Color,Paul Thomas Anderson,398.0,158.0,0.0,104.0,Paul F. Tompkins,272.0,40218903.0,Jim Meskimen,There Will Be Blood ,372990,533,Kevin Breznahan,0.0,alcoholic|alcoholism|money|oil|turn of the century,http://www.imdb.com/title/tt0469494/?ref_=fn_tt_tt_1,1107.0,English,USA,R,25000000.0,2007.0,111.0,8.1,2.35,16000,15218903.0,Successful,Drama,Drama
Color,Cathy Malkasian,38.0,85.0,0.0,503.0,Flea,1000.0,39880476.0,Alfre Woodard,The Wild Thornberrys Movie ,12218,2908,Cree Summer,0.0,africa|chimpanzee|elephant|safari|shaman,http://www.imdb.com/title/tt0282120/?ref_=fn_tt_tt_1,33.0,English,USA,PG,25000000.0,2002.0,535.0,5.2,2.35,187,14880476.0,Successful,Adventure,Animation
Color,John Eng,45.0,80.0,0.0,362.0,Cree Summer,971.0,39399750.0,Elizabeth Daily,Rugrats Go Wild ,5674,3017,Nancy Cartwright,0.0,kid|oxygen|rugrats|trapped underwater|underwater,http://www.imdb.com/title/tt0337711/?ref_=fn_tt_tt_1,35.0,English,USA,PG,25000000.0,2003.0,503.0,5.6,2.35,329,14399750.0,Successful,Adventure,Animation
Color,Malcolm D. Lee,81.0,86.0,92.0,466.0,Eddie Griffin,744.0,38230435.0,Dave Chappelle,Undercover Brother ,29661,3001,Chi McBride,3.0,african american|cadillac|disguise|secret agent|undercover,http://www.imdb.com/title/tt0279493/?ref_=fn_tt_tt_1,179.0,English,USA,PG-13,25000000.0,2002.0,489.0,5.8,1.85,0,13230435.0,Successful,Action,Comedy
Color,Ken Kwapis,88.0,119.0,42.0,917.0,America Ferrera,2000.0,39008741.0,Mike Vogel,The Sisterhood of the Traveling Pants ,44838,6862,Kyle Schmid,0.0,friendship|jeans|pants|summer|vacation,http://www.imdb.com/title/tt0403508/?ref_=fn_tt_tt_1,223.0,English,USA,PG,25000000.0,2005.0,953.0,6.6,2.35,0,14008741.0,Successful,Comedy,Drama
Color,Chris Nahon,116.0,98.0,20.0,872.0,Bridget Fonda,5000.0,36833473.0,Jet Li,Kiss of the Dragon ,53126,7945,Max Ryan,1.0,action hero|chinese|forced prostitution|one man army|title spoken by character,http://www.imdb.com/title/tt0271027/?ref_=fn_tt_tt_1,254.0,English,France,R,25000000.0,2001.0,888.0,6.6,2.35,0,11833473.0,Successful,Action,Crime
Color,Fred Wolf,129.0,97.0,29.0,816.0,Katharine McPhee,15000.0,48237389.0,Emma Stone,The House Bunny ,63969,18789,Beverly D'Angelo,1.0,makeover|party|playboy|playboy mansion|sorority,http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1,126.0,English,USA,PG-13,25000000.0,2008.0,852.0,5.5,2.35,0,23237389.0,Successful,Comedy,Romance
Color,Bille Woodruff,72.0,105.0,23.0,485.0,Keshia Knight Pulliam,1000.0,36310118.0,Alfre Woodard,Beauty Shop ,13194,3535,LisaRaye McCoy,1.0,client|dentures|false teeth|reference to peter pan|single parent,http://www.imdb.com/title/tt0388500/?ref_=fn_tt_tt_1,59.0,English,USA,PG-13,39752620.0,2005.0,619.0,5.5,2.35,671,-3442502.0,Poor,Comedy,Comedy
Color,Craig Gillespie,151.0,124.0,44.0,367.0,Suraj Sharma,4000.0,36447959.0,Jon Hamm,Million Dollar Arm ,35833,6393,Gregory Alan Williams,0.0,baseball|based on true story|india|sports agent|training,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,96.0,English,USA,PG,25000000.0,2014.0,774.0,7.0,2.39,10000,11447959.0,Successful,Biography,Drama
 Black and White,Phillip Noyce,198.0,97.0,176.0,10000.0,Meryl Streep,12000.0,45089048.0,Jeff Bridges,The Giver ,86251,36064,Alexander Skarsgård,3.0,black and white segues into color|color|community|dystopia|infanticide,http://www.imdb.com/title/tt0435651/?ref_=fn_tt_tt_1,260.0,English,South Africa,PG-13,25000000.0,2014.0,11000.0,6.5,2.35,58000,20089048.0,Successful,Drama,Romance
Color,Dennie Gordon,66.0,105.0,29.0,742.0,Oliver James,14000.0,35990505.0,Colin Firth,What a Girl Wants ,48095,16400,Kelly Preston,1.0,american|daughter|england|father|politician,http://www.imdb.com/title/tt0286788/?ref_=fn_tt_tt_1,194.0,English,USA,PG,20000000.0,2003.0,1000.0,5.8,2.35,0,15990505.0,Successful,Comedy,Drama
Color,Victor Salva,167.0,104.0,108.0,177.0,Jonathan Breck,296.0,35143332.0,Nicki Aycox,Jeepers Creepers II ,45102,1340,Billy Aaron Brown,0.0,cheerleader|farmer|fear|high school basketball|nightmare,http://www.imdb.com/title/tt0301470/?ref_=fn_tt_tt_1,316.0,English,USA,R,17000000.0,2003.0,270.0,5.6,2.35,0,18143332.0,Successful,Horror,Horror
Color,Mark Helfrich,127.0,101.0,7.0,440.0,Dan Fogler,1000.0,35000629.0,Dane Cook,Good Luck Chuck ,74622,2822,Chelan Simmons,1.0,breasts|leg spreading|mini skirt|sex|sex in bed,http://www.imdb.com/title/tt0452625/?ref_=fn_tt_tt_1,150.0,English,USA,R,25000000.0,2007.0,562.0,5.6,1.85,0,10000629.0,Successful,Comedy,Romance
Color,Andrzej Bartkowiak,109.0,101.0,43.0,432.0,Tom Arnold,5000.0,34604054.0,Jet Li,Cradle 2 the Grave ,34942,6867,DMX,2.0,camera shot from inside human body|diamond|evil man|heist|terrorism,http://www.imdb.com/title/tt0306685/?ref_=fn_tt_tt_1,185.0,English,USA,R,30000000.0,2003.0,618.0,5.8,2.35,1000,4604054.0,Successful,Action,Crime
Color,Stephen Daldry,174.0,114.0,335.0,530.0,Stephen Dillane,11000.0,41597830.0,Meryl Streep,The Hours ,102123,12624,Miranda Richardson,3.0,housewife|lesbian|novel|party|reading,http://www.imdb.com/title/tt0274558/?ref_=fn_tt_tt_1,660.0,English,USA,PG-13,25000000.0,2002.0,577.0,7.6,1.85,0,16597830.0,Successful,Drama,Romance
Color,Andy Fickman,91.0,105.0,99.0,960.0,Alexandra Breckenridge,17000.0,33687630.0,Channing Tatum,She's the Man ,116762,20109,Laura Ramsey,0.0,disguise|roommate|school|soccer|twin,http://www.imdb.com/title/tt0454945/?ref_=fn_tt_tt_1,261.0,English,USA,PG-13,20000000.0,2006.0,1000.0,6.4,1.85,0,13687630.0,Successful,Comedy,Romance
Color,Steve Bendelack,151.0,90.0,68.0,100.0,Emma de Caunes,328.0,32553210.0,Lily Atkinson,Mr. Bean's Holiday ,88714,794,Steve Pemberton,0.0,camcorder|cannes|director|lost passport|train,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,235.0,English,UK,PG,25000000.0,2007.0,132.0,6.3,1.85,0,7553210.0,Successful,Comedy,Family
Color,Dwight H. Little,94.0,97.0,27.0,522.0,Salli Richardson-Whitfield,601.0,31526393.0,Nicholas Gonzalez,Anacondas: The Hunt for the Blood Orchid ,22243,2730,Johnny Messner,0.0,anaconda|blood|borneo|flower|orchid,http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,144.0,English,USA,PG-13,25000000.0,2004.0,543.0,4.6,2.35,686,6526393.0,Successful,Action,Adventure
Color,Guillaume Canet,91.0,144.0,0.0,745.0,Lili Taylor,15000.0,41229.0,Mila Kunis,Blood Ties ,14612,18442,Billy Crudup,6.0,1970s|flashback|love|money|murder,http://www.imdb.com/title/tt1747958/?ref_=fn_tt_tt_1,41.0,English,France,R,25500000.0,2013.0,960.0,6.5,2.35,0,-25458771.0,Poor,Crime,Drama
Color,Kirsten Sheridan,148.0,114.0,59.0,403.0,Aaron Staton,49000.0,31655091.0,Robin Williams,August Rush ,87331,50927,Marian Seldes,0.0,baby|cellist|genius|prodigy|rhapsody,http://www.imdb.com/title/tt0426931/?ref_=fn_tt_tt_1,364.0,English,USA,PG,30000000.0,2007.0,702.0,7.5,2.35,18000,1655091.0,Successful,Drama,Music
Color,Shekhar Kapur,141.0,124.0,159.0,240.0,John Gielgud,288.0,30012990.0,Fanny Ardant,Elizabeth ,75973,1006,Eric Cantona,1.0,16th century|british royal family|catholic|queen|queen elizabeth i,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,409.0,English,UK,R,25000000.0,1998.0,249.0,7.5,1.85,0,5012990.0,Successful,Biography,Drama
Color,Ronny Yu,114.0,89.0,31.0,71.0,Park Bench,285.0,32368960.0,Alexis Arquette,Bride of Chucky ,39768,667,Vince Corazza,0.0,blood|doll|gore|murder|serial killer,http://www.imdb.com/title/tt0144120/?ref_=fn_tt_tt_1,292.0,English,Canada,R,25000000.0,1998.0,81.0,5.3,1.85,0,7368960.0,Successful,Comedy,Fantasy
Color,Richard Fleischer,79.0,160.0,130.0,288.0,Richard Anderson,469.0,14500000.0,Joseph Cotten,Tora! Tora! Tora! ,25019,1548,James Whitmore,0.0,attack|hawaii|navy|pearl harbor|u.s. navy,http://www.imdb.com/title/tt0066473/?ref_=fn_tt_tt_1,159.0,English,Japan,G,25000000.0,1970.0,377.0,7.5,2.35,0,-10500000.0,Poor,Action,Drama
Color,Bob Spiers,33.0,93.0,14.0,199.0,Richard Briers,1000.0,29247405.0,Jason Flemyng,Spice World ,28377,2176,Victoria Beckham,1.0,bus|concert|live concert|pop group|spice girl,http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1,261.0,English,UK,PG,25000000.0,1997.0,401.0,3.3,1.85,0,4247405.0,Successful,Comedy,Family
Color,David Gordon Green,146.0,87.0,234.0,370.0,J.B. Smoove,904.0,30538669.0,Ari Graynor,The Sitter ,60202,3850,Kylie Bunbury,3.0,babysitting|car crash|child in peril|kicked in the face|reference to craigslist,http://www.imdb.com/title/tt1366344/?ref_=fn_tt_tt_1,114.0,English,USA,R,39752620.0,2011.0,555.0,5.7,1.85,0,-9213951.0,Poor,Comedy,Comedy
Color,Damien Dante Wayans,83.0,88.0,82.0,571.0,Essence Atkins,756.0,25615792.0,Damon Wayans Jr.,Dance Flick ,10161,4378,Chris Elliott,0.0,african american|dance|overalls|parody|rap,http://www.imdb.com/title/tt1153706/?ref_=fn_tt_tt_1,50.0,English,USA,PG-13,25000000.0,2009.0,713.0,3.5,1.85,657,615792.0,Successful,Action,Comedy
Color,Frank Darabont,199.0,142.0,0.0,461.0,Jeffrey DeMunn,11000.0,28341469.0,Morgan Freeman,The Shawshank Redemption ,1689764,13495,Bob Gunton,0.0,escape from prison|first person narration|prison|prison cell search|wrongful imprisonment,http://www.imdb.com/title/tt0111161/?ref_=fn_tt_tt_1,4144.0,English,USA,R,25000000.0,1994.0,745.0,9.3,1.85,108000,3341469.0,Successful,Crime,Drama
Color,Simon Wincer,71.0,92.0,23.0,162.0,Paul Hogan,460.0,25590119.0,Jere Burns,Crocodile Dundee in Los Angeles ,19699,1315,Linda Kozlowski,0.0,boat|crocodile|garbage can|knife|paramount pictures,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1,119.0,English,Australia,PG,21150000.0,2001.0,442.0,4.8,1.85,387,4440119.0,Successful,Adventure,Comedy
Color,Bobby Farrelly,62.0,117.0,101.0,743.0,Lin Shaye,13000.0,24944213.0,Bill Murray,Kingpin ,63459,16937,Richard Tyson,2.0,amish|bowling|on the road|rubber hand|tournament,http://www.imdb.com/title/tt0116778/?ref_=fn_tt_tt_1,185.0,English,USA,PG-13,27000000.0,1996.0,852.0,6.9,2.35,3000,-2055787.0,Poor,Comedy,Sport
Color,Rupert Wyatt,175.0,111.0,81.0,81.0,Cjon Saulsberry,3000.0,33631221.0,George Kennedy,The Gambler ,48559,3784,Griffin Cleveland,1.0,dog|gambler|gambling|gangster|professor,http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1,145.0,English,USA,R,25000000.0,2014.0,571.0,6.0,2.35,0,8631221.0,Successful,Crime,Drama
Color,John Wells,322.0,121.0,53.0,8000.0,Meryl Streep,19000.0,37738400.0,Benedict Cumberbatch,August: Osage County ,67797,39690,Julia Roberts,3.0,based on play|incestuous relationship|pedophilia|secret|teenage daughter,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,285.0,English,USA,R,25000000.0,2013.0,11000.0,7.3,2.35,30000,12738400.0,Successful,Drama,Drama
Color,Tim Fywell,67.0,98.0,3.0,28.0,Trevor Blumas,90.0,24381334.0,Connie Ray,Ice Princess ,19737,235,Amy Stewart,2.0,championship|coach|harvard|physics|zamboni,http://www.imdb.com/title/tt0396652/?ref_=fn_tt_tt_1,81.0,English,USA,G,39752620.0,2005.0,89.0,6.0,1.85,901,-15371286.0,Poor,Comedy,Drama
Color,Nigel Cole,112.0,107.0,13.0,165.0,Tyrone Giordano,618.0,21835784.0,Aimee Garcia,A Lot Like Love ,58297,1095,James Read,3.0,flight|hasselblad camera|los angeles california|love|medium format camera,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,161.0,English,USA,PG-13,30000000.0,2005.0,172.0,6.6,1.85,0,-8164216.0,Poor,Comedy,Drama
Color,Dexter Fletcher,216.0,106.0,452.0,141.0,Taron Egerton,20000.0,15785632.0,Hugh Jackman,Eddie the Eagle ,32507,21195,Tim McInnerny,3.0,1988 winter olympics|coach|ski jumper|winter|winter olympics,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,119.0,English,UK,PG-13,23000000.0,2016.0,732.0,7.5,2.35,15000,-7214368.0,Poor,Biography,Comedy
Color,Spike Lee,48.0,136.0,0.0,3000.0,Milla Jovovich,18000.0,21554585.0,Denzel Washington,He Got Game ,36108,37315,Rosario Dawson,0.0,basketball|basketball player|female nudity|porn actor in mainstream movie|prison,http://www.imdb.com/title/tt0124718/?ref_=fn_tt_tt_1,109.0,English,USA,R,25000000.0,1998.0,14000.0,6.9,1.85,0,-3445415.0,Poor,Drama,Sport
Color,Jeremy Leven,44.0,97.0,19.0,977.0,Marlon Brando,40000.0,22200000.0,Johnny Depp,Don Juan DeMarco ,41310,52122,Faye Dunaway,3.0,don juan|mental institution|patient|psychiatrist|retirement,http://www.imdb.com/title/tt0112883/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,25000000.0,1994.0,10000.0,6.8,1.85,0,-2800000.0,Poor,Comedy,Drama
Color,Steven Spielberg,12.0,7.0,686.5092123911724,3.0,John Sparkes,45.0,48468407.0,Justin Fletcher,Shaun the Sheep             ,7968,55,Kate Harbour,0.0,farmer|mischief|no dialog|sheep|sheepdog,http://www.imdb.com/title/tt0983983/?ref_=fn_tt_tt_1,12.0,English,UK,TV-G,39752620.0,2002.4705167173252,7.0,8.3,2.22040305473059,834,8715787.0,Successful,Animation,Comedy
Color,Lasse Hallström,162.0,108.0,529.0,690.0,Henry Thomas,17000.0,80014842.0,Channing Tatum,Dear John ,104356,19945,Scott Porter,1.3711729622266402,army|coin collector|love|surfboard|u.s. army,http://www.imdb.com/title/tt0989757/?ref_=fn_tt_tt_1,186.0,English,USA,PG-13,25000000.0,2010.0,861.0,6.3,2.35,14000,55014842.0,Successful,Drama,Romance
Color,Sylvain White,213.0,97.0,41.0,619.0,Jason Patric,11000.0,23527955.0,Chris Evans,The Losers ,74691,12841,Óscar Jaenada,1.0,hacking|hijacking|martial arts|revenge|special forces,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1,165.0,English,USA,PG-13,25000000.0,2010.0,673.0,6.4,2.35,0,-1472045.0,Poor,Action,Crime
Color,Troy Nixey,298.0,99.0,24.0,155.0,Alan Dale,3000.0,24042490.0,Bailee Madison,Don't Be Afraid of the Dark ,40776,3744,Jack Thompson,1.0,basement|creature|disappearance|interior designer|mansion,http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1,250.0,English,USA,R,25000000.0,2010.0,441.0,5.6,1.85,10000,-957510.0,Poor,Fantasy,Horror
Color,Philip G. Atwell,119.0,103.0,5.0,874.0,Jet Li,26000.0,22466994.0,Jason Statham,War ,72673,33565,Nadine Velazquez,0.0,assassin|betrayal|fbi|fbi agent|yakuza,http://www.imdb.com/title/tt0499556/?ref_=fn_tt_tt_1,166.0,English,USA,R,25000000.0,2007.0,5000.0,6.3,2.35,0,-2533006.0,Poor,Action,Crime
Color,Paul Thomas Anderson,251.0,95.0,0.0,98.0,Emily Watson,11000.0,17791031.0,Adam Sandler,Punch-Drunk Love ,109855,11994,Don McManus,0.0,harmonium|love|phone sex|pudding|sister,http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1,888.0,English,USA,R,25000000.0,2002.0,876.0,7.3,2.35,0,-7208969.0,Poor,Comedy,Drama
Color,Jeff Schaffer,92.0,93.0,17.0,360.0,Scott Mechlowicz,13000.0,17718223.0,Matt Damon,EuroTrip ,162067,14180,Jacob Pitts,5.0,female frontal nudity|male frontal nudity|nudist|nudity|public nudity,http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1,316.0,English,USA,R,25000000.0,2004.0,634.0,6.6,1.85,0,-7281777.0,Poor,Comedy,Comedy
Color,Don Michael Paul,58.0,98.0,70.0,223.0,Nia Peeples,462.0,15361537.0,Claudia Christian,Half Past Dead ,12263,1855,Tony Plana,0.0,alcatraz|fbi|gold|prison|undercover,http://www.imdb.com/title/tt0297162/?ref_=fn_tt_tt_1,132.0,English,Germany,PG-13,13000000.0,2002.0,444.0,4.6,1.85,564,2361537.0,Successful,Action,Crime
Color,Paul Feig,73.0,90.0,176.0,825.0,Rob Riggle,931.0,16647384.0,Tyler James Williams,Unaccompanied Minors ,8398,4431,B.J. Novak,1.0,airport|black comedy|blizzard|christmas|pennsylvania,http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1,56.0,English,USA,PG,26000000.0,2006.0,839.0,5.1,2.35,498,-9352616.0,Poor,Adventure,Comedy
Color,James Bridges,28.0,107.0,21.0,418.0,Phoebe Cates,967.0,16118077.0,Dianne Wiest,"Bright Lights, Big City ",5817,3067,Swoosie Kurtz,0.0,estranged wife|fashion show|magazine|new york city|writer,http://www.imdb.com/title/tt0094799/?ref_=fn_tt_tt_1,37.0,English,USA,R,25000000.0,1988.0,767.0,5.6,1.85,377,-8881923.0,Poor,Drama,Drama
Color,Steve Barron,19.0,90.0,48.0,376.0,Udo Kier,940.0,15091542.0,Martin Landau,The Adventures of Pinocchio ,4086,2465,Bebe Neuwirth,2.0,based on novel|human becoming an animal|slow motion|transformation|young boy,http://www.imdb.com/title/tt0115472/?ref_=fn_tt_tt_1,22.0,Italian,UK,G,25000000.0,1996.0,595.0,5.3,2.35,246,-9908458.0,Poor,Adventure,Family
Color,Bill Paxton,86.0,120.0,0.0,58.0,Matthew Knight,577.0,15331289.0,Stephen Dillane,The Greatest Game Ever Played ,22289,1217,Amanda Tilson,1.0,champion|golf tournament|golfer|nostalgia|orchestral music score,http://www.imdb.com/title/tt0388980/?ref_=fn_tt_tt_1,106.0,English,USA,PG,39752620.0,2005.0,464.0,7.5,1.85,0,-24421331.0,Poor,Drama,History
Color,Richard Kelly,287.0,115.0,219.0,258.0,Gillian Jacobs,902.0,15045676.0,Frank Langella,The Box ,76303,2466,Celia Weston,1.0,alien|library|moral dilemma|nosebleed|supernatural power,http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1,376.0,English,USA,PG-13,16000000.0,2009.0,837.0,5.6,2.35,0,-954324.0,Poor,Drama,Fantasy
Color,Carter Smith,233.0,93.0,27.0,49.0,Jonathan Tucker,960.0,17427926.0,Laura Ramsey,The Ruins ,60062,1749,Sergio Calderón,0.0,bow and arrow|group of friends|horse|rifle|ruins,http://www.imdb.com/title/tt0963794/?ref_=fn_tt_tt_1,351.0,English,USA,R,8000000.0,2008.0,664.0,5.9,2.35,0,9427926.0,Successful,Horror,Horror
Color,John Schlesinger,86.0,99.0,154.0,347.0,Rupert Everett,774.0,14983572.0,Mark Valley,The Next Best Thing ,9361,2498,Illeana Douglas,1.0,best friend|cartoon on tv|custody battle|gay|gay friend,http://www.imdb.com/title/tt0156841/?ref_=fn_tt_tt_1,162.0,English,USA,PG-13,25000000.0,2000.0,692.0,4.7,1.85,378,-10016428.0,Poor,Comedy,Drama
Color,Wes Craven,160.0,107.0,0.0,255.0,Emily Meade,798.0,14637490.0,Frank Grillo,My Soul to Take ,16411,2537,Zena Grey,2.0,evil|killer|murder|psychopath|serial killer,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,136.0,English,USA,R,25000000.0,2010.0,374.0,4.8,2.35,0,-10362510.0,Poor,Horror,Mystery
Color,Luke Greenfield,126.0,110.0,42.0,111.0,Timothy Bottoms,355.0,14589444.0,Chris Marquette,The Girl Next Door ,171151,911,Jacob Young,2.0,forced to strip|male rear nudity|porn actress|scantily clad female|teenager,http://www.imdb.com/title/tt0265208/?ref_=fn_tt_tt_1,513.0,English,USA,R,25000000.0,2004.0,155.0,6.8,1.85,0,-10410556.0,Poor,Comedy,Drama
Color,Ringo Lam,50.0,101.0,17.0,218.0,Zach Grenier,900.0,14095303.0,Natasha Henstridge,Maximum Risk ,15814,1634,Paul Ben-Victor,1.0,fbi|fbi agent|mafia|russian mafia|twin,http://www.imdb.com/title/tt0117011/?ref_=fn_tt_tt_1,68.0,English,USA,R,25000000.0,1996.0,246.0,5.4,2.35,503,-10904697.0,Poor,Action,Crime
Color,Bruce McCulloch,52.0,85.0,54.0,455.0,Megan Mullally,985.0,13973532.0,Martin Starr,Stealing Harvard ,11211,3065,Chris Penn,1.0,black humor|crying during sex|harvard|humor|man with glasses,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,92.0,English,USA,PG-13,25000000.0,2002.0,637.0,5.1,1.85,215,-11026468.0,Poor,Comedy,Crime
Color,Brian Helgeland,260.0,132.0,241.0,151.0,Paul Anderson,27000.0,1865774.0,Tom Hardy,Legend ,87682,27659,Tara Fitzgerald,2.0,1960s|based on a true story|gangster|identical twins|murder,http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1,174.0,English,UK,R,30000000.0,2015.0,154.0,7.0,2.35,43000,-28134226.0,Poor,Biography,Crime
Color,Akiva Schaffer,111.0,88.0,82.0,432.0,Jorma Taccone,874.0,13920741.0,Sissy Spacek,Hot Rod ,59900,2062,Chris Parnell,5.0,humiliation|man child|moped|neighbor|slacker,http://www.imdb.com/title/tt0787475/?ref_=fn_tt_tt_1,149.0,English,USA,PG-13,39752620.0,2007.0,434.0,6.7,2.35,0,-25831879.0,Poor,Comedy,Comedy
Color,David R. Ellis,231.0,90.0,160.0,852.0,Joel David Moore,963.0,18860403.0,Chris Zylka,Shark Night 3D ,20823,4952,Katharine McPhee,0.0,lake|louisiana|redneck|shark|vacation,http://www.imdb.com/title/tt1633356/?ref_=fn_tt_tt_1,130.0,English,USA,PG-13,25000000.0,2011.0,936.0,4.0,1.85,0,-6139597.0,Poor,Horror,Thriller
Color,Alan Parker,99.0,145.0,317.0,70.0,Devon Murray,876.0,13038660.0,Emily Watson,Angela's Ashes ,16995,1282,Pauline McLynn,1.0,drink|ira|irish|limerick|prejudice,http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,163.0,English,USA,R,25000000.0,1999.0,219.0,7.3,1.85,0,-11961340.0,Poor,Drama,Drama
Color,Ivan Reitman,159.0,110.0,425.0,148.0,Chi McBride,3000.0,28831145.0,Jennifer Garner,Draft Day ,39357,3757,Patrick St. Esprit,1.0,cleveland browns|head coach|linebacker|nfl|team owner,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,113.0,English,USA,R,25000000.0,2014.0,466.0,6.8,2.35,14000,3831145.0,Successful,Drama,Sport
Color,Tobe Hooper,159.0,101.0,365.0,141.0,Steve Railsback,338.0,48468407.0,Frank Finlay,Lifeforce ,15531,1008,Peter Firth,0.0,alien|halleys comet|life force|space vampire|vampire,http://www.imdb.com/title/tt0089489/?ref_=fn_tt_tt_1,189.0,English,UK,R,25000000.0,1985.0,246.0,6.1,2.35,0,23468407.0,Successful,Action,Horror
Color,Steven Spielberg,7.0,30.0,686.5092123911724,265.0,Jennifer Hale,971.0,48468407.0,Elizabeth Daily,The Powerpuff Girls             ,23664,2346,Tom Kane,0.0,campy|castle thunder|female hero|female protagonist|monster,http://www.imdb.com/title/tt0175058/?ref_=fn_tt_tt_1,60.0,English,USA,TV-Y7,39752620.0,2002.4705167173252,918.0,7.2,4.0,581,8715787.0,Successful,Action,Animation
