,Date,Tweets
293,2020-03-25 06:59:56+00:00,"_ Hi, _

Berdasarkan pengumuman terkini mengenai moratorium automatik ke atas pembayaran pinjaman/pembiayaan, Bank sedang mengkaji proses tersebut.

Kami akan mengumumkan sebarang perkembangan di laman sesawang  dan akaun media sosial rasmi."
294,2020-03-25 06:57:49+00:00," Dear Fleur Édelie

Based on the latest announcement on the automatic moratorium on repayment/payment of loans/financing, the Bank is looking into the process.

Stay tuned for our updates on  and official social media accounts.

Thank you."
295,2020-03-25 06:55:46+00:00,"_ Salam Sejahtera daripada AmBank,

Hi, _
Sila rujuk 'Inbox' anda untuk melihat maklumbalas kami.

Sekian"
296,2020-03-25 03:20:46+00:00,"_whiskey93 Greetings from AmBank,

Hai, _whiskey93.

Our sincere apologies for such unpleasant experience that you have encountered.
Kindly allow us to look into this matter and we shall respond to your good self accordingly.

Regards."
297,2020-03-25 03:15:29+00:00," Salam Sejahtera daripada AmBank,

Hai, .

Kami memohon kerjasama anda untuk merujuk kepada “DM” anda untuk maklumbalas kami.

Sekian."
298,2020-03-25 03:08:50+00:00," Salam Sejahtera daripada AmBank,
Hai, .
Kami memohon maaf diatas segala kesulitan yang dihadapi oleh pihak anda. Sila lengkapkan maklumat dibawah melalui “DM” untuk tindakan dan rujukan kami.
1. Nama penuh pemegang akaun:
2. NRIC 
3. Nombor yang boleh dihubungi.
Sekian"
299,2020-03-24 07:00:46+00:00," Salam Sejahtera daripada AmBank,

Hai, .

Kami memohon kerjasama anda untuk merujuk “DM” anda untuk maklumbalas kami.

Sekian."
300,2020-03-23 08:05:14+00:00,"_ Hi zeusss

Our apologies for the inconvenience caused.

We would appreciate if you could DM us your personal details for our further checking on this matter.

Regards"
301,2020-03-23 08:02:56+00:00," Hai MohdZuraidy

Kami menasihatkan anda untuk membuat laporan di mana-mana cawangan AmBank yang berdekatan. Sila bawa bersama wang tersebut untuk pengesahan pihak cawangan. 

Sekian."
302,2020-03-23 04:39:40+00:00," Hi SF

AmBank Group will offer temporary deferment of installment repayments up to 6 months. You may contact our AmBank Contact Center at 03-2178 8888 or please DM us below details:

Full name
IC 
Type of financing
Contact number

Regards,"
303,2020-03-21 15:03:25+00:00," Salam Sejahtera daripada AmBank 

Hai, mfco

Skim penangguhan bayaran khas untuk semua pinjaman dengan AmBank.

Sekian,"
304,2020-03-21 15:01:36+00:00," Greetings from AmBank 

Hi, Johan Taharin 

AmBank Group will offer temporary deferment of installment repayments up to 6 months. You may contact our AmBank Contact Center at 03-2178 8888 or please DM us below details:

Full name
IC 
Type of financing
Contact number

Regards,"
305,2020-03-21 09:10:17+00:00,"Good evening everyone. We bring you an urgent update on our branch operations. Meanwhile, please remain home, stay safe and take care. "
306,2020-03-20 06:20:24+00:00,"_412 Greetings from AmBank,

Hi, _412.

AmBank Group will offer temporary deferment scheme of monthly installment repayment up to 6 months.

We would appreciate if you could contact our AmBank Retail Collection Unit at 03- 20546688 for further clarification

Stay safe."
307,2020-03-20 06:14:11+00:00," Salam Sejahtera daripada AmBank,

Hai, .

AmBank ada menawarkan Skim Penangguhan sementara khas untuk pelanggan Pembiayaan AmBank yang terkesan oleh Wabak Coronavirus. 

Sila hubungi Pusat Panggilan Bahagian Kutipan Kredit di talian 03- 20546688.

Stay safe."
308,2020-03-20 06:13:10+00:00,"     @_bankislam       Salam Sejahtera daripada AmBank,

Hai, .

AmBank ada menawarkan Skim Penangguhan sementara khas untuk pelanggan Pembiayaan AmBank yang terkesan oleh Wabak Coronavirus. 

Sila hubungi Pusat Panggilan Bahagian Kutipan Kredit di talian 03- 20546688.

Stay safe."
309,2020-03-19 04:01:26+00:00,"   _fadzil  Hi, Ramzdhan

Thank you, please be safe wherever you are."
310,2020-03-19 03:32:30+00:00,"   _fadzil  Greetings from AmBank 

Hi, 

AmBank Group will offer temporary deferment scheme of monthly installment repayment up to 6 months.

We would appreciate if you could contact our AmBank Retail Collection Unit at 03- 20546688 for further clarification

Please stay safe"
311,2020-03-19 02:49:48+00:00," _nor Salam Sejahtera daripada AmBank 

Hai, TN


AmBank ada menawarkan Skim Penangguhan sementara khas untuk pelanggan Pembiayaan AmBank yang terkesan oleh Wabak Coronavirus. 

Sila hubungi Pusat Panggilan Bahagian Kutipan Kredit di talian 03- 20546688.

Stay safe"
312,2020-03-19 02:47:14+00:00," Salam Sejahtera daripada AmBank 

Hai, 

AmBank ada menawarkan Skim Penangguhan sementara khas untuk pelanggan Pembiayaan AmBank yang terkesan oleh Wabak Coronavirus. 

Sila hubungi Pusat Panggilan Bahagian Kutipan Kredit di talian 03- 20546688.

Stay safe."
313,2020-03-19 02:44:27+00:00," Greetings from AmBank

Hi, 𝕀𝕥'𝕤 𝕄𝔼

We would appreciate if you could immediately contact our AmBank Contact Center at 03-2178 8888.

Thank you"
314,2020-03-19 01:52:30+00:00," Salam Sejahtera daripada AmBank 

Hai amirfaliq_mj

Kami memohon maaf atas segala kesulitan yang dihadapi. Sila kemukakan nombor pendaftaran kenderaan anda dan nombor telefon melalui DM untuk siasatan lanjut. 

AmBank menawarkan Skim Penangguhan sementara khas untuk pelanggan"
315,2020-03-18 05:08:05+00:00,"   Greetings from AmBank 

Hi, yusri yusoff

AmBank Group will offer temporary deferment scheme of monthly installment repayment up to 6 months.

We would appreciate if you could contact our AmBank Retail Collection Unit at 03- 20546688 for further clarification

Please stay safe"
316,2020-03-18 02:01:24+00:00,"   Salam Sejahtera daripada AmBank 

Hai, Fleur Édelie

AmBank ada menawarkan Skim Penangguhan sementara khas untuk pelanggan Pembiayaan AmBank yang terkesan oleh Wabak Coronavirus. 

Sila hubungi Pusat Panggilan Bahagian Kutipan Kredit di talian 03- 20546688.

Stay safe. Sekian"
317,2020-03-16 03:10:52+00:00," Greetings from AmBank,

We can assure you that AmBank branches are not affected to the spread of Covid-19.

We take serious precautionary measures to ensure our operations are not affected.”

Thank you."
318,2020-03-12 11:00:26+00:00,"The BNM Special Relief Facility for SMEs Impacted by COVID-19 is now available. 

For more information, please visit 

    "
319,2020-03-12 04:49:23+00:00,"_doraaaaa We advise you to be vigilant and to not share your card informations with unknown parties. If you suspect that your card has been compromised, immediately contact our 24-hour AmBank Call Centre.

Regards"
320,2020-03-12 04:49:11+00:00,"_doraaaaa Hi Dora

With regards to this matter, we assure you that there is no credible evidence that the card data have been leaked. We would like to reassure you that we take data privacy and protection seriously &amp; we constantly monitor card transactions for unusual activities."
321,2020-03-12 04:47:40+00:00,"_Sarikei We advise you to be vigilant and to not share your card informations with unknown parties. If you suspect that your card has been compromised, immediately contact our 24-hour AmBank Call Centre.

Regards"
322,2020-03-12 04:47:29+00:00,"_Sarikei Hi Same_Sarikei

With regards to this matter, we assure you that there is no credible evidence that the card data have been leaked. We would like to reassure you that we take data privacy and protection seriously &amp; we constantly monitor card transactions for unusual activities."
323,2020-03-12 04:45:44+00:00,"_84 We advise you to be vigilant and to not share your card informations with unknown parties. If you suspect that your card has been compromised, immediately contact our 24-hour AmBank Call Centre.

Regards"
324,2020-03-12 04:45:30+00:00,"_84 Hi sauffie

With regards to this matter, we assure you that there is no credible evidence that the card data have been leaked. We would like to reassure you that we take data privacy and protection seriously &amp; we constantly monitor card transactions for unusual activities."
325,2020-03-12 04:43:14+00:00," Hi 

With regards to this matter, we assure you that there is no credible evidence that the card data have been leaked. We reassure you that we take data privacy and protection seriously &amp; we constantly monitor card transactions for unusual activities."
326,2020-03-12 04:41:44+00:00," We advise you to be vigilant and to not share your card informations with unknown parties. If you suspect that your card has been compromised, immediately contact our 24-hour AmBank Call Centre.

Regards"
327,2020-03-12 04:41:22+00:00," Hi ccm168, with regards to this matter, we assure you that there is no credible evidence that the card data have been leaked. We reassure you that we take data privacy and protection seriously &amp; we constantly monitor card transactions for unusual activities."
328,2020-03-12 04:34:51+00:00," If you suspect that your card has been compromised, immediately contact our 24-hour AmBank Call Centre.

Regards"
329,2020-03-12 04:34:34+00:00," We advise you to be vigilant and to not share your card information, such as your Personal Identification Number (PIN), CVV and one-time Password such as Transaction Authorisation Code (TAC), with unknown parties."
330,2020-03-12 04:34:10+00:00, We would like to reassure you that we take data privacy and protection seriously and we constantly monitor card transactions for unusual activities.
331,2020-03-12 04:33:49+00:00," Hi ayim

We sincerely apologize for the delay in response pertaining your query to the said matter.

With regards to the news circulating on the internet, we would like to assure you that there is no credible evidence that credit and debit card data have been leaked."
332,2020-03-12 04:31:25+00:00,"  Hi A. N.A.

We sincerely apologize for the confusion towards this matter. We have sent a message to you in regards to the date leaked issue. You may refer your DM for further details. 

Regards"
333,2020-03-11 12:13:27+00:00,"  Hai Aimi,

Berhubung dengan pertanyaan anda, kami sarankan anda untuk menghubungi Pusat Khidmat Pelanggan AmBank di +603 2178 8888 untuk semakan lanjut."
334,2020-03-11 05:31:15+00:00," Kami menyarankan Cik untuk menghubungi Pusat Panggilan AmBank (24 Jam) di talian +603-2178 8888 bagi membuat semakan berkenaan perkara ini. 

Eksekutif Perkhidmatan Pelanggan kami akan membantu anda setelah pengesahan dilakukan.

Segala kesulitan yang dihadapi amatlah dikesali."
335,2020-03-10 09:06:27+00:00,"  Hi, yes for more information please visit our website at this link: 

Regards,"
336,2020-03-10 04:25:00+00:00," Hai eykaJamaludin

Kami hargai jika anda boleh memberikan mesej ralat yang terpapar pada skrin untuk nasihat kami yang selanjutnya."
337,2020-03-10 04:23:11+00:00,"_Samadi Hai Afiqah_Samadi

Kami hargai jika anda boleh memberikan mesej ralat yang terpapar pada skrin untuk nasihat kami yang selanjutnya."
338,2020-03-09 10:06:52+00:00," Hi wolfgang, we have replied to your query. You may refer your DM."
339,2020-03-09 05:13:09+00:00,"_mainah Hi A rahman mainah

we regret to learn of the unpleasant experience you have encountered. 

We would appreciate if you could DM your personal details for our further investigation on the said matter. 

Regards"
340,2020-03-09 05:08:41+00:00,"_tamin Hai faqih_tamin

Kami memohon maaf di atas kesulitan ini. 

Boleh kami tahu samaada anda menggunakan laman web atau aplikasi telefon bimbit?"
341,2020-03-05 06:11:32+00:00," Salam Sejahtera daripada AmBank. 

Hai, .

Kami memohon maaf untuk segala kesulitan yang dialami oleh anda. Kami telah menghantar mesej dalam peti masuk peribadi anda untuk bantuan lanjut.

Terima kasih."
342,2020-03-02 08:42:26+00:00," Salam Sejahtera daripada AmBank,

Hi, .

We have responded to your query via DM (direct message) for your further reference.

Regards."
343,2020-03-01 10:30:21+00:00," Greetings from AmBank.

Hi, .

We wish to share, our Retail Collection hotline number is +603 2054 6688 /+ 603 2058 1999 (8.45am – 5.45pm, Monday - Thursday, 8.45am - 4.45pm, on Friday).
 
Regards,"
344,2020-02-28 12:42:18+00:00,"  Hi, Zana.

The issue has been rectified.

We would appreciate if you may retry after following the troubleshooting steps as below: 
• Make sure phone is in high coverage
• Restarted phone to refresh network

Alternatively, you may swap SIM to another phone and retry.

Regards,"
345,2020-02-28 11:08:05+00:00," Greetings from AmBank.

Hi, Muhammad Fatrim.

Please be advised to visit to the nearest AmBank branches for further clarification on the amount charged.

Regards,"
346,2020-02-28 08:41:50+00:00," Greetings from AmBank.

Hi, .

We thank you for your feedback and suggestion, we will highlight this matter to the management. We will do the improvement in the future to serve you better.

Thank you."
347,2020-02-27 03:51:47+00:00," Greetings from AmBank.

Hi, .

We believe that the issue has been rectified. We suggest that you may retry again. Do let us know if the same issue still persists.

Thank you."
348,2020-02-25 11:18:41+00:00,"_senget Salam Sejahtera daripada AmBank,
 
Hai, _senget.

Untuk makluman anda resit bayaran hanya akan dikeluarkan selepas pembayaran dilakukan.

Sebagai cadangan, anda boleh menyemak status pembayaran anda di aplikasi AmOnline.

Sekian."
349,2020-02-25 11:04:12+00:00," Salam Sejahtera daripada AmBank,
 
Hai, .

Sebagai cadangan, anda boleh menyemak baki akaun pembiayaan sewa-beli kenderaan melalui aplikasi AmOnline.

Secara alternatif, pihak anda boleh menghubungi Pusat Panggilan 24Jam AmBank kami di talian +603-2178 8888.

Sekian."
350,2020-02-25 10:56:46+00:00," Greetings from AmBank,

Hi, .

We wish to share that your accumulated AmBonus points are applicable to be viewed through your monthly statement in AmOnline application in the e-statement column.

Regards."
351,2020-02-25 08:24:59+00:00," Hi, Tengku Alauddin

Please be informed that auto financing is applicable to new and used car.

Please visit nearest AmBank branch to proceed with application.

Regards,"
352,2020-02-13 12:10:01+00:00," Greetings from AmBank,

Hi, .
Our sincere apologize for the late respond to your DM. Kindly be informed that we have replied to your DM accordingly concerning to your query. We would appreciate if you may refer to you DM.
Regards."
353,2020-02-13 12:06:30+00:00,"_zainol Salam Sejahtera daripada AmBank,

Hai, _zainol.

Kami memohon maaf diatas kelewatan memberikan maklumbalas kepada pihak anda. Harap maklum bahawa pihak kami dalam tindakan untuk mengesahkan dengan bahagian yang berkenaan.

Sekian."
354,2020-02-12 12:18:02+00:00," Greetings from AmBank,
Hi, .
We have replied to your DM accordingly.
Regards."
355,2020-02-10 12:08:12+00:00," Greetings from AmBank,

Hi, nurlidiah. Our sincere apologies for such unpleasant experience that you have encountered.We would appreciate if you could provide more details for our further investigation via PM (Private Message):
1. Your full name:
2. Your contact number:
Regards,"
356,2020-02-06 08:34:42+00:00,Happy to share our local &amp; international awards. These are in recognition of our  continuous efforts to serve &amp; meet the needs of respective markets &amp; our commitment towards business excellence &amp; customer satisfaction. Thank you dear customers for your continuous support with us! 
357,2020-02-05 12:40:23+00:00,"_ Salam Sejahtera daripada AmBank, Hai, _ Kami memohon maaf diatas segala kesulitan yang dihadapi oleh pihak anda. Harap maklum bahawa kami telah memajukan perkara ini kepada bahagian yang berkenaan untuk tindakan lanjut. Segala kesulitan yang dihadapi amat kami kesali."
358,2020-02-04 09:37:02+00:00," Hi, you may walk on to the nearest AmBank branch for account opening.

For more details on our Savings account products, you may refer to below link: 



Regards"
359,2020-02-04 07:19:29+00:00,"Earlier this morning, the lion dance troop visited Menara AmBank! Our Chairman, Tan Sri Azman Hashim, our senior management team, fellow colleagues and customers were on ground to watch the entertaining lion dance. Huat ah everyone! 
   "
360,2020-02-03 08:04:47+00:00," Hi ainn, kami hargai jika anda dapat memberikan penerangan terperinci mengenai permasalahaan yang dihadapi untuk nasihat kami yang selanjutnya."
361,2020-02-03 07:59:05+00:00,"_Amal1 Hi Miss, we regret to learn of the unpleasant experience you have encountered at our branch. Our apologies for the inconvenience caused.

We would appreciate if you could DM us your personal details and the branch location for our further checking on this incident. 

Regards,"
362,2020-01-29 12:08:45+00:00,"_sharif Salam Sejahtera daripada AmBank,

Hi, _sharif
Harap maklum bahawa cawangan AmBank yang berkenaan akan memproses cek anda dengan sewajarnya. Walau bagaimanapun, kami mencadangkan kepada anda mengesahkan dengan cawangan AmBank tersebut untuk status cek anda.

Sekian."
363,2020-01-21 10:59:01+00:00,"Good news, fit bank notes for Chinese New Year are here! RM10 and RM50 bank notes are available via our ATM machines at selected AmBank branches nationwide from 20 Jan 2020 till 28 Jan 2020. Visit  for info.
    "
364,2020-01-20 01:29:05+00:00,"We kickstarted the Year of the Metal Rat by hosting a Clients Networking &amp; Appreciation Dinner in Miri last week. Our Chief Economist Dr. Anthony Dass shared the market outlook of 2020 while Mr. James Yong, SVP Sarawak Region opened the insightful session.
 "
365,2020-01-15 12:57:51+00:00," Hai Ummu, adakah anda masih lagi mengalami masalah ini? Kami memohon maaf atas kesulitan ini."
366,2020-01-10 04:06:37+00:00,"DOUBLE your entries to win yourself a trip to Japan. And, all you need to is submit your NRIC to our WeChat Official Account! Exclusively for AmBank Mastercard® Credit Cardholders.

Campaign period from 15 October 2019 till 15 January 2020. For T&amp;C, visit  "
367,2020-01-02 09:12:29+00:00,"DOUBLE your entries to win yourself a trip to Japan. And, all you need to is submit your NRIC to our WeChat Official Account! Exclusively for AmBank Mastercard® Credit Cardholders.

Campaign period from 15 October 2019 till 15 January 2020. For T&amp;C, visit  "
